invoice_no,account_name,branch_code,entry_date,entry_time,account_address,governorate,area,gross_value,total_discount,total_after_discount,line_count,record_state
310197,el ALPHA PHARMA MONTAZA Stationn St.,750,09082025,11:51:16,Mohaandessin 35 Faisal,,,1728.74,208.46,1520.28,7,CLSD
310199,alpha pharma mohandessin-A,716,03082025,10:22:33,,,,3257.67,612.22,2645.45,3,CLSD
310200,SILVER CARE Station St.,722,08-Aug-2025,16:26:17,"38 Nasr st., near park, MHS",,,3070.60,795.01,2275.59,5,
310202,el OMEGA,718,13082025,12:46:38,MHS/180,,,5194.15,1236.54,3957.61,9,
310203,OMEGA 04,730,11082025,12:03:09,,,,1839.49,387.61,1451.88,8,
310205,Ph/moega 011,716,03082025,10:34:39,"150 Salah Salem st., near hospital, MHS",,,2137.70,413.10,1724.60,5,
310207,el Ebn Sina Mohandessin 011,732,24082025,12:30:02,MHS/105,,,860.26,81.59,778.67,2,
310208,EL Metro Mohandessin Station St.,736,21082025,14:56:20,,,,5958.40,1176.91,4781.49,11,CLSD
310210,el El Hokama Mall,725,18082025,09:43:15,blk 19 - MHS - hospital,,,7056.91,795.69,6261.22,9,CLSD
310214,EL el zahraa Main Road,775,07082025,10:46:47,blk 3 - MHS - mosque,,,3222.82,770.46,2452.36,9,CLSD
310215,El-Golden Care Mohanessin 01192,776,03082025,08:01:46,,,,2557.96,309.20,2248.76,5,CLSD
310216,PH STAR CARE REHAB VIEW Braanch 1,741,26082025,16:41:38,,,,2097.64,415.68,1681.96,6,CLSD
310218,EL BARAKAMOHANDESSIN,750,21082025,12:14:54,,Giza,Mohandessin,6715.84,595.87,6119.97,6,CLSD
310219,Ell-El Shifa Agami 6th Zone,724,11082025,10:16:59,,,,3099.48,492.63,2606.85,7,CLSD
310221,Metro Faisal 04,735,11082025,11:34:13,,Alexandria,Smouha,3235.92,573.90,2662.02,6,
310224,Omega br.2,762,24082025,11:12:31,"Nasr 173, MHS zone",,,1745.62,355.40,1390.22,4,CLSD
310225,PH Lifee Line Montaza Branch 1,740,24082025,14:25:23,,,,3004.34,639.51,2364.83,6,
310226,PH Life Line Montaza Branch 1,777,15082025,14:11:49,blk 12 - MHS - metro,,,2503.20,374.18,2129.02,2,
310229,Pharma Plus-A,708,20082025,12:38:29,"85 Autostrad st., near square, MHS",,,3644.76,800.67,2844.09,10,CLSD
310230,pharma plus 04,737,04082025,09:31:51,,,,1470.16,258.29,1211.87,3,
310231,pharma plus,719,28082025,10:31:22,,,,3880.06,272.36,3607.70,13,CLSD
310232,EL Elite Mohandessin (2),703,24082025,11:45:06,,,,4794.00,448.71,4345.29,3,CLSD
310235,El-Union Pharm Imbbaba,724,05082025,15:24:23,Moandessin 212 Geish,,,1064.54,140.32,924.22,3,
310236,el Union Pharm Imbaba Mall,742,14082025,10:30:45,blk 16 - MHS - market,,,2108.76,500.75,1608.01,7,CLSD
310237,Ph//Blue Wave,730,18082025,12:13:41,,,,8040.71,1793.07,6247.64,8,
310238,blue wave Main Road,749,27082025,12:51:47,MHS/40,Giza,Mohandessin,4516.14,948.97,3567.17,8,CLSD
310239,Blue Wave 6th oZne,764,27082025,15:33:37,"Mustafa Nahhas 53, MHS zone",,,3555.12,736.60,2818.52,5,
310240,Blue aWve br.2,723,07082025,11:52:08,"Faisal 206, MHS zone",,,3204.35,456.83,2747.52,4,
310241,PY/SHEA FIRST 04369,771,04082025,14:25:35,,,,1073.02,102.13,970.89,3,
310242,EL NASR Branch1113,770,14082025,13:18:50,,,,4091.84,464.15,3627.69,5,CLSD
310243,PH silver cre,752,25082025,12:38:09,"Mustafa Nahhas 94, MHS zone",,,2781.24,675.07,2106.17,3,
310244,EL ZAHRAA Branch 2,769,19082025,11:22:55,"Horreya 169, MHS zone",,,4641.93,564.25,4077.68,6,
310246,Misr Mohandessin 04,760,14082025,08:02:58,Mohandessin 162 Harram,,,6626.44,1527.07,5099.37,9,CLSD
310247,Ph/El Faraby Mohandessin,776,20082025,15:22:10,blk 9 - MHS - park,,,3261.49,451.30,2810.19,7,CLSD
310248,EL AL WH-539,773,07082025,15:10:19,blk 15 - MHS - bridge,,,3620.88,881.40,2739.48,7,
310249,PH Al Amal 6th Zone507,739,19-Aug-2025,11:27:14,,,,5154.02,965.67,4188.35,8,CLSD
310250,el shifa mohandessin-A975,769,06082025,10:30:38,"198 Geish st., near market, MHS",,,2363.10,373.23,1989.87,3,CLSD
310251,Elite Mohandessin Station St.,707,06-Aug-2025,10:27:39,"161 Gamet Dewal st., near market, MHS",,,2486.65,388.47,2098.18,5,CLSD
310252,EL  ELITE MOHANDESSIN br.2,751,19082025,09:55:25,,,,2422.83,293.33,2129.50,8,
310253,El-better life,705,16082025,19:56:06,,,,2653.27,292.93,2360.34,7,
310254,Ph/AL NOZHA,744,23082025,09:37:49,,,,3230.27,277.51,2952.76,12,
310255,EL union pahrm 04,774,15082025,10:50:24,MHS/15,,,3717.65,769.36,2948.29,5,CLSD
310256,EL NSR AGAMI-A,732,24082025,09:35:19,,,,3107.05,450.20,2656.85,7,
310259,EL Ebn Sina,711,06082025,14:05:21,"Zayed 230, MHS zone",,,5775.09,796.63,4978.46,4,CLSD
310260,EL Ebn Sina 6th Zone957,753,28082025,16:48:37,"Nile 186, MHS zone",,,1957.41,423.00,1534.41,3,
310261,PY/Salamtek,715,27082025,13:55:39,"186 Abbas st., near police st., MHS",,,2471.66,432.69,2038.97,8,
310262,el Hope Imabba Station St.,777,18082025,09:04:43,"Nile 107, MHS zone",,,1714.01,208.54,1505.47,4,
310263,ALPHA PHARMA MOHANDESSIN 6th Zone,739,24082025,17:38:41,MHS/83,,,6205.67,983.96,5221.71,10,
310264,ALPHA PHARMA WH-555,742,01082025,19:37:24,MHS/75,,,3062.79,740.27,2322.52,5,
310265,EL Alpha Pharma Mohandessin-A,775,11082025,08:12:27,,Giza,Faisal,784.97,211.34,573.63,3,CLSD
310267,PH EBN WH-558,748,26082025,16:35:14,,,,1256.07,262.15,993.92,3,
310269,EL ebn sina obour br.2,755,27082025,10:09:42,Mohandessinn 219 Haram,,,3580.60,526.76,3053.84,5,CLSD
310270,EL Lif Line 04,770,26082025,13:43:26,MHS/1,,,7579.31,443.65,7135.66,14,
310271,PH blue wave Branch 2,757,22-Aug-2025,12:48:07,Mohanedssin 207 Haram,,,1795.10,277.16,1517.94,4,
310273,El Hokaam Shubra br.2,762,28082025,09:09:54,MHS/187,Giza,Mohandessin,2877.77,617.78,2259.99,6,
310274,Ph/Misr Mohandessin-A,712,14082025,12:43:48,blk 10 - MHS - mosque,,,5724.58,681.52,5043.06,9,
310275,El-misr mohandessin 04,772,01082025,11:04:41,,Giza,Mohandessin,4174.59,633.07,3541.52,5,
310276,El-Seha First Mall09,770,14082025,11:09:25,,,,5753.29,452.51,5300.78,7,
310280,Ph/EL BARAKA FAISAL Branch 2,749,14082025,16:03:24,Mohandessin 148  Nile,Giza,Mohandessin,3758.11,908.04,2850.07,6,CLSD
310281,PH El Baraka Faisal Station St.,719,26082025,12:37:45,blk 12 - MHS - square,Alexandria,Smouha,547.80,48.50,499.30,6,
310284,star care mohandessin,716,27082025,14:32:42,,,,4142.98,780.70,3362.28,9,CLSD
310287,Care 24 Seven Mohandessin,751,13082025,12:39:17,,,,3077.83,414.60,2663.23,6,
310288,Crae 24 Seven Mohandessin36,701,08082025,13:20:48,,,,1599.47,436.25,1163.22,5,
310289,golden care smouha,733,06082025,14:20:35,,,,1946.02,312.56,1633.46,5,
310291,PH HPOE MOHANDESSIN975,734,24082025,08:25:11,Mohandesin 3 9th District,,,3892.76,611.33,3281.43,5,CLSD
310295,PH Al Amal Mohandessin Station St.,762,10-Aug-2025,14:28:33,,,,3752.97,829.44,2923.53,7,CLSD
310296,EL Al Amal Mohandessin Branch 1,751,24-Aug-2025,10:17:42,"Zayed 177, MHS zone",Giza,Faisal,6906.83,954.21,5952.62,4,
310297,Al Amal Mohandessin Branch 2,716,12-Aug-2025,13:42:30,"163 Corniche st., near mosque, MHS",,,1709.42,322.34,1387.08,3,
310298,elAl Amal Mohandessin 6th Zone,769,19-Aug-2025,18:04:31,,Alexandria,Smouha,9914.60,1181.77,8732.83,14,
310299,El Tourth 011,729,20082025,11:21:33,Mohandessin 18 2Geish,,,2592.36,582.37,2009.99,6,
310300,El-el tourath Main Road,705,26082025,12:03:29,,,,1228.29,153.45,1074.84,2,CLSD
310301,PH EL TOURATH br.2229,720,09-Aug-2025,10:40:14,,,,3608.70,922.80,2685.90,4,
310302,Pharma Plus oDkki,723,13082025,18:41:02,,Alexandria,Smouha,3648.83,454.62,3194.21,7,CLSD
310303,life  line rehab view Main Road,765,17082025,11:31:27,blk 1 - MHS - police st.,Cairo,Nasr City,3945.03,348.80,3596.23,5,CLSD
310304,PY/pharma plus Branch 22546,765,10-Aug-2025,15:18:19,Moahndessin 135 Autostrad,,,6573.64,692.78,5880.86,10,
310306,EL BARAKA SHUBRA Min Road,764,04082025,12:45:37,"Port Said 33, MHS zone",,,7460.06,1391.72,6068.34,15,CLSD
310307,Al Nzha Montaza,708,20082025,12:21:48,"230 Industrial Zone st., near mosque, MHS",,,3619.14,684.69,2934.45,7,CLSD
310308,Al Nozha Montaza 04,751,09082025,11:25:11,"Gamet Dewal 72, MHS zone",,,2649.56,446.12,2203.44,7,CLSD
310310,Health Gate Mohandessin,716,19082025,12:27:26,"171 Sudan st., near bridge, MHS",,,1558.32,240.59,1317.73,4,CLSD
310311,el baraka Main Road,701,27082025,08:16:59,,Giza,Mohandessin,1591.76,437.77,1153.99,6,CLSD
310312,PH nile care mohandssin 011,709,17082025,13:45:41,"Nile 223, MHS zone",,,3225.84,525.70,2700.14,5,CLSD
310313,PY/NILE CARE MOHNANDESSIN 6th Zone,769,19082025,10:48:49,blk 12 - MHS - bridge,,,4344.21,497.71,3846.50,7,CLSD
310315,ELITE SHURA Main Road,740,14-Aug-2025,08:12:29,,,,3456.88,820.68,2636.20,5,CLSD
310316,PY/omega smuoha 6th Zone,739,20082025,13:48:18,,Giza,Mohandessin,8147.75,1589.65,6558.10,8,
310317,GOLDEN CAREMOHANDESSIN,735,21082025,14:06:25,,,,9883.40,1702.00,8181.40,14,CLSD
310318,Nile Caree 6th Zone,743,06-Aug-2025,10:48:30,,,,7556.64,960.96,6595.68,9,
310319,EL Nile Care 04,704,14082025,12:07:37,,,,2886.47,292.51,2593.96,5,CLSD
310320,Elite Station St.,721,26082025,08:44:18,Moahndessin 101 Abbas,,,1563.39,372.75,1190.64,4,
310322,EL CARE 24 SEVEN MAADI,735,08082025,10:41:55,MHS/183,,,2967.11,452.15,2514.96,11,CLSD
310324,heallth gate Station St.919,703,23082025,11:44:15,"Tahrir 64, MHS zone",,,3064.39,259.93,2804.46,4,CLSD
310325,PY/Al Amal Mohandessin Branch 1,705,25082025,13:38:08,blk 15 - MHS - gas station,,,5507.85,824.14,4683.71,9,CLSD
310326,al amal mohandessin,746,27082025,13:47:23,"124 Horreya st., near square, MHS",,,2648.14,149.99,2498.15,4,CLSD
310328,PYA/ngel br.2690,775,15082025,14:51:01,"185 9th District st., near hospital, MHS",,,5539.68,1168.21,4371.47,10,
310329,el angel br.2,711,09082025,08:04:39,,,,9690.88,1301.63,8389.25,9,
310331,SALAMTEK MOHANDESSIN Station St.,722,27082025,11:31:47,"Nile 80, MHS zone",,,2645.56,740.09,1905.47,5,CLSD
310334,PY/Sunise Branch 1,702,27082025,12:54:21,,,,4266.79,288.59,3978.20,6,
310335,PY/Sunrise Branch 1,730,19082025,13:25:17,,,,9436.89,1974.17,7462.72,9,
310336,el Sunrise Branch 1,751,05082025,10:34:07,MHS/131,,,1864.00,209.14,1654.86,4,
310338,Seha First Shubra Branch 2,711,18082025,08:24:12,"Nasr 97, MHS zone",,,3950.23,573.43,3376.80,6,
310340,Ph/Seha First279,761,02082025,14:31:53,,,,2229.55,441.97,1787.58,4,
310341,Ph/Seha First279,768,14082025,12:01:25,Mohandessin 95 9th Distirct,Giza,Mohandessin,6641.55,844.62,5796.93,7,CLSD
310342,Ph/BETTER LIFE MOHANDESSIN 04,764,24082025,10:32:10,,,,9036.10,1775.23,7260.87,12,
310343,Better Life Branch 1,722,08082025,08:37:54,blk 12 - MHS - school,,,2838.55,733.90,2104.65,3,CLSD
310344,PH METRO Main Road,742,26082025,14:50:57,MHS/163,,,5717.21,1258.27,4458.94,6,CLSD
310345,Ph/union pharm nozha Main Road193,708,23082025,15:58:16,,,,3094.32,689.33,2404.99,7,CLSD
310347,el SUNRISE FAISAL 6ht Zone,706,04082025,13:15:15,"26 Salah Salem st., near police st., MHS",,,1420.37,270.36,1150.01,3,CLSD
310348,el SUNRISE FAISAL 6ht Zone,774,14082025,17:06:45,blk 10 - MHS - school,,,2036.85,485.00,1551.85,7,CLSD
310349,PH El Hokama Mohandessin,727,05082025,11:46:40,,,,2899.36,420.12,2479.24,8,
310350,PH El Hokamaa br.2,729,25082025,11:20:03,"57 Tahrir st., near metro, MHS",,,3939.30,867.54,3071.76,9,
310352,EL Better Life Mohandessin (2),777,18082025,08:52:45,MHS/9,,,4042.46,606.52,3435.94,6,CLSD
310353,el BETTER LIFE MOHANDESSIN Branch 2,767,25082025,14:39:25,,,,5036.75,582.76,4453.99,8,
310354,El-Better Life Mohandessin Main Road906,734,08082025,13:35:33,,,,7142.97,1263.22,5879.75,7,CLSD
310357,El-NILE CARE MOHANDESSIN,760,09082025,09:48:19,"119 Corniche st., near hospital, MHS",Alexandria,Smouha,3184.43,725.20,2459.23,6,CLSD
310359,PH Union Pharm Banha br.2,743,19082025,12:24:02,,,,1277.54,46.85,1230.69,3,CLSD
310360,star care mohandessin,737,17082025,16:58:06,,,,4826.65,858.48,3968.17,3,
310361,EL hope mohandessin 011,769,07-Aug-2025,10:40:39,,,,4636.14,646.65,3989.49,8,CLSD
310362,El Nasr Mohandessin br.2,772,22082025,13:39:05,,,,3074.57,433.35,2641.22,5,
310363,ElMisr,733,14-Aug-2025,10:09:17,,,,4391.18,452.83,3938.35,7,CLSD
310364,el misr,712,14-Aug-2025,14:38:03,"13 Industrial Zone st., near square, MHS",,,7799.08,1075.26,6723.82,15,
310366,EL Nile Care Faisal Mall,719,08082025,13:59:55,Mohadnessin 89 Gamet Dewal,,,4792.84,537.26,4255.58,8,CLSD
310367,EL Union PharmMohandessin 6th Zone778,738,19082025,11:32:34,MHS/159,,,3404.21,483.77,2920.44,8,CLSD
310368,Ph/PHARMA PLUS MOHANDESSIN255,718,21-Aug-2025,08:35:45,blk 23 - MHS - school,,,3008.04,686.64,2321.40,4,CLSD
310369,El-Pharma Plus Mohandessin 04,723,14082025,12:18:45,,,,1955.56,217.03,1738.53,5,CLSD
310370,Ph/sunrise mohandessin Branch 2,701,27082025,16:51:45,"39 Nasr st., near square, MHS",,,6434.50,1655.25,4779.25,15,CLSD
310371,Sunrise Mohandessin Station St.,709,25082025,13:28:11,,,,2729.57,500.70,2228.87,7,CLSD
310374,ANGEL,736,22082025,08:29:22,Mohandesin 44 Gamet Dewal,,,2882.19,591.38,2290.81,4,CLSD
310376,Uinon Pharm 04,723,04082025,16:12:28,blk 28 - MHS - market,,,9957.40,1226.15,8731.25,9,CLSD
310377,PY/El Zahraa Square br.2571,755,04082025,12:45:38,,Giza,Mohandessin,4616.90,681.81,3935.09,8,CLSD
310378,sunrise marg 04,756,27082025,10:31:48,,Giza,Faisal,5709.24,877.99,4831.25,6,CLSD
310379,Ph/sunrise marg Station St.,757,06082025,14:07:22,,,,1743.19,239.95,1503.24,5,
310382,El-AL AMAL MOHANDESSIN 6th Zone47,711,13082025,11:09:14,"8 9th District st., near school, MHS",,,1743.30,217.36,1525.94,3,
310385,Ph/ELZ AHRAA NOZHA br.2375,774,01082025,13:56:28,"199 Faisal st., near market, MHS",,,2864.62,710.27,2154.35,6,
310386,EZ ahraa Nozha (2),727,25082025,14:33:47,MHS/187,Alexandria,Smouha,8828.59,1062.24,7766.35,7,CLSD
310388,PH care 24 seven mohandessin Brach 2616,758,12082025,11:46:04,,,,5420.61,848.51,4572.10,7,CLSD
310390,PY/El Zahraa 2),711,02082025,14:35:58,Moahndessin 51 Salah Salem,,,2475.45,399.99,2075.46,3,
310391,el Alpha Pharma Station St.,745,24082025,08:44:00,MHS/184,Giza,Mohandessin,2641.68,280.54,2361.14,3,CLSD
310393,EL El Sihfa Banha,708,25082025,14:15:02,Mohandessin 199 Autosttrad,,,8842.78,1374.68,7468.10,10,
310395,PY/PHARMA PLUS WH-686,729,19082025,16:13:55,,,,3858.42,732.87,3125.55,4,
310397,El-El Zahraa Main Road,768,14082025,16:38:00,,,,3265.19,430.29,2834.90,3,
310398,El Shhifa Zayed Main Road,721,05082025,13:55:51,,,,9516.52,2396.89,7119.63,14,CLSD
310399,EL FRAABY Mall,769,19082025,16:12:59,,Giza,Faisal,4803.89,693.91,4109.98,8,CLSD
310401,el baraka Mall,706,02082025,12:40:41,blk 27 - MHS - bridge,,,1086.52,176.62,909.90,3,CLSD
310403,Sunrise Agami Station St.,756,20082025,09:50:24,,,,2987.13,355.83,2631.30,6,
310404,PY/NILECARE MOHANDESSIN,705,04082025,10:02:13,Mohndessin 208 Salah Salem,,,1800.49,209.64,1590.85,7,CLSD
310405,PH Mtero,717,18082025,19:01:29,,Giza,Mohandessin,3108.10,741.26,2366.84,6,CLSD
310407,E Lel baraka mohandessin 011,744,25082025,10:58:53,blk 13 - MHS - park,Giza,Mohandessin,2370.38,182.69,2187.69,6,CLSD
310408,EL Seha FirstZayed 6th Zone,742,03-Aug-2025,09:02:16,blk 25 - MHS - square,,,6311.29,1455.51,4855.78,8,
310411,PYE/L BARAKA REHAB VIEW94,713,17082025,08:15:49,blk 22 - MHS - market,,,6093.48,1008.24,5085.24,4,CLSD
310412,elite mohandessin Branch 2,742,24082025,10:50:13,"Industrial Zone 136, MHS zone",,,1789.40,420.95,1368.45,3,CLSD
310413,PH ELITE MOHANDESSIN Branch 1,755,28082025,14:39:30,,Giza,Mohandessin,2463.17,306.11,2157.06,2,
310414,EL Elite Mohandessin,754,02082025,14:02:54,blk 28 - MHS - mosque,,,9192.19,1956.75,7235.44,15,
310415,el Al Nozha Mohandessin Station St.,701,14082025,10:02:12,Moohandessin 28 Haram,,,1547.97,403.37,1144.60,6,CLSD
310416,Al Nozha Mohandessin 6th Zone,764,12082025,13:24:28,,,,5992.30,1218.40,4773.90,10,CLSD
310417,Ph/Health Gate Maad (2)295,716,25082025,09:03:16,,,,1521.98,244.45,1277.53,5,
310418,El Nasr Mohandessin MainRoad,713,06082025,10:44:59,MHS/233,,,1556.40,318.59,1237.81,6,CLSD
310419,EL EL NASR MOHANDESSIN br.2,773,12082025,12:00:41,,,,4405.63,1021.10,3384.53,4,
310420,life line mohandessin-A,759,28082025,13:56:34,,,,792.48,152.57,639.91,3,CLSD
310422,Metro oMhandessin-A,723,03082025,11:16:30,,,,7560.79,1143.09,6417.70,7,CLSD
310426,EL NILE CARE Main Road,709,03082025,10:33:15,,Alexandria,Smouha,3517.56,684.02,2833.54,3,
310427,PY/Omga,765,26082025,13:09:41,,,,5689.47,630.01,5059.46,7,CLSD
310428,El-Green Leaff Mall,724,18-Aug-2025,16:49:52,MHS/193,,,3970.52,556.28,3414.24,7,CLSD
310429,el Anel,744,15082025,08:11:00,MHS/13,,,4209.40,199.38,4010.02,5,
310430,Al Amal 6th Zone,776,27082025,15:12:23,"Faisal 67, MHS zone",,,3453.89,474.10,2979.79,10,
310431,PH AL AMAL 011,735,28-Aug-2025,15:15:08,MHS/170,,,1068.53,192.10,876.43,2,CLSD
310433,nil ecare haram 6th Zone,717,02082025,11:10:35,"61 Faisal st., near gas station, MHS",,,7263.76,2024.07,5239.69,7,
310434,City Care Staation St.784,759,25082025,08:01:43,,,,4190.77,920.18,3270.59,6,CLSD
310435,Elite Station St.,751,13082025,14:54:27,blk 2 - MHS - market,,,4412.04,675.90,3736.14,5,CLSD
310436,ELITE 04,761,21082025,15:46:30,,Giza,Faisal,6921.79,1554.23,5367.56,10,CLSD
310437,PY/Alpha Pharma Smouha Branch 2,705,26082025,11:33:08,,Giza,Mohandessin,2578.32,386.81,2191.51,2,
310439,Alpha Pharma Smouha Mall187,746,25082025,12:57:56,,,,2099.40,256.44,1842.96,6,
310440,PH Sunrise Branch 1,721,07082025,13:10:40,"Faisal 88, MHS zone",,,10534.64,2741.65,7792.99,13,CLSD
310442,P/YSunrise Main oad,737,23082025,14:13:00,,,,3870.95,709.98,3160.97,3,
310443,Life Line Oct City (2),750,18082025,14:18:25,"35 Port Said st., near bridge, MHS",Giza,Mohandessin,976.15,100.55,875.60,3,
310444,Life Line Oct City (2),742,13082025,13:20:14,"Industrial Zone 195, MHS zone",,,5283.70,1345.29,3938.41,5,CLSD
310447,PY/El Shifa Moahndessin Mall383,760,06082025,15:22:08,blk 8 - MHS - market,,,1701.21,367.35,1333.86,4,
310448,EL EBN WH-739,725,19082025,15:02:19,,,,4612.10,563.88,4048.22,8,
310450,PY/ebn sina dokki 011,707,22-Aug-2025,17:23:26,,,,3287.60,585.94,2701.66,8,CLSD
310453,EL SEHA FIRST Branch 1,730,20082025,18:58:16,"Salah Salem 167, MHS zone",,,3457.34,577.27,2880.07,6,
310454,EL SEHA FIIRST 6th Zone,727,23-Aug-2025,15:35:25,,,,2538.68,258.03,2280.65,6,CLSD
310455,ELSHIFA br.2,769,18082025,16:50:12,,Giza,Faisal,4819.12,519.08,4300.04,10,CLSD
310456,PH LIFE LLINE Bracnh 2,742,16082025,13:48:47,Mohandessiin 196 Haram,,,722.01,170.97,551.04,2,CLSD
310457,al nozha moahndessin Branch 2,722,05082025,12:20:48,,,,2344.56,555.87,1788.69,3,CLSD
310458,Ph/Al Nozha Mohandessin 04,771,22082025,10:25:27,,Giza,Faisal,1656.02,160.84,1495.18,8,CLSD
310459,PH AL WH-750,768,28082025,10:19:37,,,,1395.78,110.59,1285.19,4,
310461,Phelite Station St.,763,23082025,10:27:36,"Salah Salem 176, MHS zone",,,897.57,150.02,747.55,2,
310462,sha first mohandessin Main Rooad,715,02082025,11:05:42,,,,5065.48,743.73,4321.75,5,
310463,EL NNASR,725,07082025,14:08:54,,,,3064.26,268.36,2795.90,5,CLSD
310465,EL Golden Care H. Mohandessin-A,708,03082025,10:16:44,MHS/62,,,5875.54,932.48,4943.06,12,CLSD
310467,el tourath ph. 2nd (2),774,25082025,11:39:47,"Geish 144, NSC zone",,,3388.69,889.43,2499.26,8,CLSD
310468,PY/El Tourath PH. 2nd MainR oad275,734,21082025,16:42:16,Nasr City 16 Nile,,,5064.74,818.94,4245.80,7,
310470,EL El Tourath PH. 2dn-A,743,25082025,09:11:15,,,,8392.34,837.96,7554.38,10,
310471,EL TOURATH PH. 2ND,739,09082025,11:57:07,,,,8495.52,1483.16,7012.36,8,CLSD
310472,El-omega ph. 2nd 011,761,05082025,11:24:58,SMH/113,,,2675.54,600.84,2074.70,6,CLSD
310473,OMEGA PH. 2ND Branch 1,738,06082025,12:56:26,,,,1763.62,391.40,1372.22,4,
310475,E-Dr Medhat PH. Agami 2nd,715,25082025,11:15:16,,,,3572.04,686.50,2885.54,6,
310476,PY/Dr Medhat PH. Agami 2nd MMain Road902,776,08082025,10:56:53,"139 Port Said st., near police st., FSL",,,4304.89,545.34,3759.55,8,
310477,el Nile Care PH. 2nd rBanch 1,702,20-Aug-2025,08:08:55,,,,4562.14,345.46,4216.68,6,CLSD
310479,EL FAMILY WH-770,750,18082025,12:39:19,Faisal 166 Zayed,,,2201.81,295.89,1905.92,8,CLSD
310480,el family ph.f aisal 2nd (2),755,25082025,11:28:33,,Alexandria,Smouha,2243.10,362.70,1880.40,3,CLSD
310481,Misr Smoouha 011,702,16092025,16:51:26,,,,3962.24,293.15,3669.09,7,CLSD
310484,El-NILE CARE ZAYED,747,22-Sep-2025,13:17:26,Smoha 147 Faisal,,,4997.39,933.06,4064.33,11,
310485,PY/NILE CARE ZAYED Branch 1,759,09092025,18:29:38,"Geish 51, SMH zone",,,810.74,144.05,666.69,3,
310486,PH Nile Care Zayed,730,28092025,12:25:55,,,,2946.55,609.44,2337.11,5,CLSD
310488,Blue Wave Branch 2,747,04092025,14:59:07,,,,3547.45,736.76,2810.69,5,
310489,PH Union Pharm Rehab View-A,719,03092025,14:19:51,Smouha 219 IndustrialZone,,,2127.57,156.90,1970.67,2,
310490,PY/union pharm rehab view,754,01092025,15:19:41,"27 Horreya st., near police st., SMH",,,6530.46,1264.35,5266.11,3,
310491,PY/union pharm rehab view,746,27092025,16:39:00,"197 Industrial Zone st., near bridge, SMH",,,3500.47,381.38,3119.09,9,
310493,PY/al nozha smouha,746,03092025,12:59:00,,,,4196.56,390.78,3805.78,4,
310494,E-al nozha smouha Main Road,733,09-Sep-2025,08:32:53,"133 Autostrad st., near gas station, SMH",,,1602.57,171.92,1430.65,2,CLSD
310495,El Zahraa Maadi Main Road,726,17092025,13:02:17,,,,3795.18,297.57,3497.61,8,CLSD
310496,Ph/EL ZAHRAA MAADI Mall869,777,22092025,13:54:44,blk 21 - SMH - bridge,,,4094.74,488.22,3606.52,5,CLSD
310497,El-CARE 24 SEVEN Mai Road,736,07-Sep-2025,08:20:00,,,,4359.81,1078.90,3280.91,10,
310503,EL Healtth Gate,705,01092025,08:57:49,"Port Said 159, SMH zone",,,4584.11,559.85,4024.26,6,
310504,el BLUE WAVE SMUOHA,741,27092025,08:04:26,SMH/127,Alexandria,Smouha,6921.36,1609.78,5311.58,14,
310505,omega Station St.,756,24-Sep-2025,09:45:11,,,,1394.42,198.77,1195.65,4,CLSD
310506,OMMEGA,701,10092025,09:07:14,Smouha 50 orniche,,,8288.54,2173.25,6115.29,10,
310507,PHH BLUE WAVE BANHA 04916,728,13092025,10:06:28,SMH/191,,,4613.79,553.67,4060.12,9,
310508,El Shifa br.2,750,25092025,08:03:24,SMH/184,,,4014.72,433.68,3581.04,5,CLSD
310510,EL STAR WH-801,748,23092025,12:04:57,,,,4792.51,1074.41,3718.10,11,CLSD
310512,PH Family ((2),738,10092025,14:56:13,,,,4654.70,808.13,3846.57,5,CLSD
310513,el Family 04,721,22-Sep-2025,09:30:31,Smoouha 38 Tahrir,Giza,Faisal,6599.53,1709.25,4890.28,13,
310514,FAMIYL-A,730,19092025,16:47:41,SMH/179,,,2296.15,435.19,1860.96,4,
310517,ELHope,748,01092025,12:44:28,,Alexandria,Smouha,11048.09,2204.04,8844.05,13,CLSD
310522,el El Shifa Smouha Mall,742,28092025,19:59:13,,,,4589.44,1032.74,3556.70,6,
310523,El Shifa Smouha,723,08092025,16:17:01,,,,1988.78,260.80,1727.98,5,
310524,Mira Smouha br.2,755,18092025,09:48:17,,,,5390.81,709.74,4681.07,8,
310525,PY/Mira Smouha br.2,713,28092025,15:39:48,Smouh a210 Autostrad,,,9643.69,1622.70,8020.99,15,CLSD
310526,silver care obour 6th Zone,750,17092025,14:20:53,SMH/131,,,2574.10,280.61,2293.49,6,CLSD
310528,City Care Smouha br.2,762,14092025,10:21:21,,Alexandria,Smouha,4608.44,1027.70,3580.74,8,CLSD
310529,E-lmisr,722,10092025,14:37:36,,,,2054.86,517.86,1537.00,7,CLSD
310530,Dr Medhat Smouha,772,14092025,13:22:19,,,,2237.08,189.82,2047.26,4,CLSD
